"Date","TimeVideo","updateLat","updateLon","Description","Route","direction","Vehicle","Passenger_Count"
2017-05-09,13:34:00,45.0944365,-93.3104636,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",766,NA,"1544",NA
2017-03-18,23:20:00,44.9770835,-93.2724613,"Collision - other vehicle cutting into bus (except #11)",19,"Northbound","1662",20
2017-09-26,10:16:00,45.07672,-93.35578,"Bus hits vehicle (includes bus backing or rolling back, except #46)",724,"Southbound","1113",18
2016-11-19,05:27:00,45.0285394,-93.2957479,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",5,"Southbound","3432",4
2016-12-09,20:02:00,45.0058333,-93.2941605,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",5,"Northbound","1661",7
2016-11-07,06:59:00,44.978017,-93.2749525,"Vehicle hits bus standing in zone (except #11)",5,"Northbound","1649",22
2017-04-20,18:34:00,44.9778836,-93.2745502,"Struck by doors - boarding",22,"Northbound","1115",NA
2017-10-19,18:05:00,45.13477,-93.36986,"Struck by doors - boarding",19,"Southbound","1119",NA
2017-11-19,23:02:00,45.00154,-93.28797,"Falls, bumps, etc. - bus starting",5,"Terminal","1653",2
2017-02-15,17:17:00,44.9791642,-93.2805004,"Falls, bumps, etc. - bus running straight",764,"Northbound","1174",NA
2017-04-04,21:47:00,44.984042,-93.2832869,"Falls, bumps, etc. - bus running straight",19,"Northbound","1536",25
2017-09-06,10:54:00,44.9990875,-93.2846374,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",14,"Eastbound","1624",10
2018-01-31,17:14:00,44.97037,-93.34536,"Collision on, entering or exiting a bus shoulder lane",672,NA,"1513",7
2017-05-03,06:56:00,45.0119769,-93.156714,"All other collisions by bus and vehicle between intersections",261,"Pull-Out","1308",NA
2016-09-08,14:09:00,44.972105,-93.2638626,"With fixed objects",5,NA,"1641",13
2017-11-30,15:38:00,44.97192,-93.2599,"With fixed objects",5,"Pull-Out","1624",0
2018-03-06,07:27:00,44.91242,-93.26263,"Bus hit snowbank",5,NA,"1422",1
2017-07-19,11:38:00,45.0520719,-93.2473502,"Struck by doors - boarding",10,NA,"7290",10
2018-03-21,16:45:00,44.94659,-93.09251,"Struck by doors - boarding",61,NA,"1708",25
2018-03-07,19:13:00,44.94721,-93.08504,"Struck by doors - boarding",16,NA,"1134",0
2018-04-02,20:57:00,44.96411,-93.06609,"Falls alighting - front door",61,"Eastbound","1762",NA
2017-09-27,14:53:00,45.00416,-93.23633,"Falls not otherwise classified",4,NA,"1135",45
2017-06-17,17:08:00,44.9622516,-93.2778596,"Falls, bumps, etc. - bus stopping",18,"Southbound","7180",30
2016-10-13,13:49:00,44.9693357,-93.2880165,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",6,"Southbound","1260",20
2017-12-22,10:26:00,44.96266,-93.25641,"Collision - other vehicle pulling to/from curb or driveway",14,"Southbound","1274",NA
2018-02-16,18:16:00,44.97357,-93.23732,"Vehicle hits bus standing in zone (except #11)",113,"Southbound","3367",22
2017-08-04,12:13:00,44.9466087,-93.2883711,"All other collisions between company vehicles",4,"Northbound","1252",NA
2017-09-15,08:44:00,44.9867771,-93.2600849,"Falls boarding",14,"Southbound","1667",11
2017-02-16,10:31:00,44.9643526,-93.2625407,"Falls boarding",5,"Southbound","1671",NA
2017-07-22,10:40:00,44.932816,-93.1190296,"Struck by doors - boarding",54,NA,"1705",NA
2017-01-05,12:46:00,44.9185985,-93.2605397,"Falls, bumps, etc. - bus starting",14,NA,"1226",NA
2017-09-29,15:31:00,44.98113,-93.27633,"Falls, bumps, etc. - bus stopping",14,NA,"1436",15
2018-04-07,12:41:00,44.98327,-93.27424,"Falls, bumps, etc. - bus running straight",14,"Northbound","1267",25
2017-10-18,18:53:00,44.96977,-93.25802,"On board accidents not otherwise classified",14,"Southbound","1247",8
2017-12-26,18:57:00,44.96306,-93.06119,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",74,"Eastbound","1524",20
2017-06-23,10:29:00,44.9401194,-93.1684545,"Struck by doors - boarding",63,NA,"1278",5
2018-03-02,10:50:00,44.8546,-93.23901,"Struck by front doors alighting",54,NA,"1600",1
2018-01-25,12:33:00,44.99964,-93.10593,"Struck by doors not otherwise classified (except #66)  DELETE THIS",62,NA,"1609",NA
2017-10-25,14:36:00,44.97756,-93.05472,"Falls, bumps, etc. - bus stopping",64,NA,"60037",NA
2017-04-26,10:07:00,44.985512,-93.2304732,"Falls, bumps, etc. - bus stopping",3,"Southbound","1297",20
2017-11-09,15:28:00,44.94372,-93.09266,"Falls, bumps, etc. - bus stopping",62,NA,"1617",10
2017-01-07,01:53:00,45.0695963,-93.3545681,"Falls, bumps, etc. - bus stopping",724,NA,"3427",NA
2018-04-20,07:46:00,44.97561,-93.22683,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",2,"Westbound","1719",10
2017-12-19,12:20:00,44.97519,-93.27416,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",9,"Westbound","1245",NA
2018-01-26,14:10:00,44.94753,-93.27032,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",11,"Southbound","1339",3
2018-03-23,16:07:00,44.92474,-93.28446,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",18,"Southbound","7327",1
2018-01-17,12:44:00,44.96196,-93.29204,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",2,"Terminal","1723",0
2017-08-04,13:11:00,44.9627782,-93.2550181,"Vehicle hits bus standing in zone (except #11)",2,"Westbound","1185",20
2018-03-13,12:01:00,44.94829,-93.23961,"Vehicle hits bus standing in zone (except #11)",21,"Eastbound","1727",NA
2017-08-20,14:19:00,44.9243808,-93.4138302,"Vehicle hits bus standing in zone (except #11)",612,"Southbound","1555",5
2018-02-09,15:42:00,44.9465428,-93.3012489,"Vehicle hits bus standing in zone (except #11)",17,"Eastbound","7126",NA
2017-12-06,08:25:00,44.97948,-93.26997,"End to end in loading zone (except #46)",18,"Northbound","7161",10
2017-12-06,08:25:00,44.97849,-93.27086,"All other collisions between company vehicles",17,"Northbound","1722",1
2018-04-17,09:42:00,44.94842,-93.26068,"Bus hit snowbank",21,"Westbound","1333",NA
2018-01-31,07:26:00,44.99295,-93.23721,"Falls boarding",4,"Southbound","1341",NA
2018-02-01,15:12:00,44.98084,-93.27091,"Falls boarding",11,"Northbound","7229",20
2017-07-08,14:01:00,44.9626997,-93.2542481,"Falls, bumps, etc. - bus starting",2,"Eastbound","7111",NA
2018-03-13,13:55:00,44.96244,-93.27776,"Falls, bumps, etc. - bus stopping",18,"Northbound","7221",25
2018-01-31,13:40:00,44.94838,-93.29363,"Falls, bumps, etc. - bus stopping",23,"Westbound","1723",NA
2018-01-31,12:01:00,44.98584,-93.26266,"Falls - approaching to board or after alighting (bus not contacted)",6,NA,"1574",NA
2018-01-09,15:38:00,44.9819,-93.26864,"Incidents not otherwise classified",18,"Southbound","7330",NA
2016-06-21,13:50:00,44.9779041,-93.277064,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",19,"Eastbound","1537",NA
2016-10-13,16:00:00,44.9783896,-93.2753541,"Vehicle hits bus standing in zone (except #11)",22,"Northbound","1320",23
2017-09-13,17:35:00,44.9987488,-93.2941327,"At loading zones",5,"Northbound","1645",20
2016-08-31,10:33:00,44.8981147,-93.2322184,"Falls boarding",22,"Westbound","1439",NA
2017-02-07,15:12:00,44.9689768,-93.2702016,"Falls boarding",850,"Westbound","3436",43
2017-08-17,19:33:00,44.9989244,-93.2369648,"Straight across - other vehicle from right",30,"Westbound","1301",1
2018-03-07,07:50:00,45.01646,-93.23722,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",4,"Southbound","1314",35
2018-04-04,08:09:00,44.97732,-93.40309,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",645,"Westbound","1642",2
2017-03-18,18:20:00,44.9520841,-93.2779556,"Bus hits vehicle (includes bus backing or rolling back, except #46)",18,"Southbound","1502",25
2017-07-08,19:30:00,44.9556621,-93.1154912,"Vehicle hits bus standing in zone (except #11)",16,"Eastbound","1793",3
2016-12-22,13:24:00,44.9718389,-93.2716316,"With fixed objects",10,"Pull-Out","1137",0
2016-08-16,13:17:00,44.9395542,-93.2308683,"Other collisions not otherwise classified",7,"Westbound","1631",4
2017-10-31,18:42:00,44.99194,-93.14581,"Falls alighting - front door",61,"Eastbound","1426",14
2017-09-01,12:13:00,44.9486524,-93.2624264,"Falls, bumps, etc. - bus turning at curves or corners",5,"Southbound","1708",NA
2017-04-07,07:49:00,44.8835845,-93.2984735,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",515,"Eastbound","1261",3
2017-05-12,16:38:00,44.9111111,-93.3086813,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",4,"Northbound","1247",15
2018-02-16,16:34:00,44.91385,-93.3291,"Vehicle hits bus standing in zone (except #11)",6,"Southbound","1754",5
2017-06-13,22:30:00,44.9928336,-93.2940682,"Vehicle hits bus standing in zone (except #11)",5,"Northbound","1665",30
2018-03-07,14:18:00,44.8641,-93.24253,"With fixed objects",5,"Garage","1669",0
2017-01-14,00:45:00,44.9447479,-93.2983187,"Fixed Object - Gate Arm",54,NA,"1670",2
2017-10-24,22:14:00,44.97871,-93.27592,"Falls boarding",5,"Northbound","1270",20
2017-06-14,12:17:00,44.9197789,-93.2153985,"Falls alighting - front door",7,"Southbound","1704",5
2017-09-12,15:48:00,44.9124112,-93.3059942,"Struck by rear doors alighting (push-out doors, operator closed)",4,"Westbound","1436",15
2017-12-07,18:23:00,44.97818,-93.27774,"On board accidents not otherwise classified",5,"Southbound","1701",10
2017-07-03,19:10:00,44.8596085,-93.239578,"On board accidents not otherwise classified",515,"Northbound","1260",4
2017-09-26,14:32:00,45.0151,-93.02001,"Straight across - other vehicle from right",64,"Southbound","7307",4
2017-02-27,20:18:00,44.9451489,-93.1020389,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",54,"Eastbound","1600",25
2017-06-02,14:45:00,44.9531955,-93.0836728,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",61,"Eastbound","1286",15
2018-01-12,07:57:00,45.0101618,-93.093236,"Collision on, entering or exiting a bus shoulder lane",270,"Westbound","3231",60
2017-04-28,13:39:00,44.9457372,-93.1035808,"Sideswipes at intersections (includes turning buses)",21,"Southbound","1601",20
2017-04-17,13:21:00,44.9465319,-93.0932743,"Falls, bumps, etc. - bus starting",54,"Eastbound","1605",3
2017-08-22,11:36:00,44.9651739,-93.0887302,"Falls, bumps, etc. - bus stopping",74,"Westbound","1294",25
2018-02-02,08:40:00,44.99171,-93.16696,"Falls, bumps, etc. - bus running straight",61,"Eastbound","1775",20
2017-06-13,16:16:00,44.9519092,-93.0951319,"On board accidents not otherwise classified",71,NA,"1290",15
2018-04-17,17:32:00,44.98504,-93.23022,"Incidents not otherwise classified",3,"Eastbound","3420",24
2017-06-19,21:09:00,44.9995208,-93.2879534,"Falls, bumps, etc. - bus stopping",22,"Northbound","7180",50
2017-06-13,16:27:00,44.9748252,-93.2646787,"Straight across - other vehicle from left",156,"Eastbound","1213",0
2017-01-11,13:10:00,44.9432243,-93.2842899,"Straight across - other vehicle from right",18,"Northbound","7124",NA
2016-11-02,09:52:00,44.9258776,-93.3801108,"All other intersection collisions",12,"Eastbound","1724",NA
2018-04-11,12:13:00,44.95688,-93.18031,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",67,"Eastbound","1448",NA
2017-12-29,16:54:00,44.95771,-93.29508,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",17,"Northbound","1761",1
2017-04-14,20:31:00,44.9341165,-93.2865938,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",18,"Northbound","7222",NA
2016-06-13,10:32:00,44.9500768,-93.2979945,"At terminals (except #46)",21,"Terminal","1186",7
2017-10-23,17:57:00,44.94575,-93.10328,"Falls alighting - front door",21,"Eastbound","1241",NA
2017-12-22,09:09:00,44.9466,-93.29028,"Limited Mobility device tips, securement issue, seat belt issue, or occupants fall ",4,"Northbound","1244",20
2017-04-26,07:58:00,45.0150382,-93.2701625,"Falls, bumps, etc. - bus starting",11,"Southbound","7170",NA
2017-12-04,17:33:00,45.03552,-93.26309,"Falls, bumps, etc. - bus turning at curves or corners",11,"Northbound","7326",NA
2018-03-22,09:25:00,44.94831,-93.19802,"Disturbances, ejectments, sickness, death, etc. on the bus",21,"Eastbound","1718",NA
2017-10-30,12:26:00,44.9763,-93.27308,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",19,"Eastbound","1548",NA
2016-09-20,16:40:00,44.9719296,-93.2598433,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",19,"Southbound","1648",0
2017-12-11,16:53:00,44.97662,-93.2717,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",19,"Westbound","1542",NA
2017-05-19,06:58:00,44.8546,-93.2377826,"Bus hits vehicle (includes bus backing or rolling back, except #46)",5,"Southbound","1660",6
2017-07-10,06:31:00,45.1805647,-93.2719708,"With fixed objects",854,"Southbound","3427",4
2017-08-26,13:08:00,45.094401,-93.3582632,"Limited Mobility device tips, securement issue, seat belt issue, or occupants fall ",724,"Southbound","1543",NA
2016-08-25,12:44:00,45.054732,-93.3690985,"Falls, bumps, etc. - bus starting",721,"Westbound","1660",NA
2016-12-15,19:56:00,45.0955035,-93.376897,"Falls, bumps, etc. - bus stopping",724,"Northbound","1537",5
2018-03-05,15:07:00,45.03347,-93.29577,"Left turn - other vehicle from rear",5,"Westbound","1423",6
2017-12-05,06:30:00,44.97654,-93.27194,"Bus hits vehicle (includes bus backing or rolling back, except #46)",94,"Westbound","1425",3
2017-12-06,16:37:00,44.97581,-93.27946,"End to end except in loading zones",672,"Westbound","1759",30
2016-06-15,14:14:00,44.974372,-93.2693273,"With fixed objects",5,"Eastbound","1622",20
2016-12-02,17:12:00,44.9755307,-93.2692396,"With fixed objects",755,"Westbound","1767",7
2017-12-21,12:33:00,45.09317,-93.21901,"Falls alighting - front door",25,"Southbound","7175",NA
2017-06-20,15:57:00,44.978426,-93.2667163,"Falls alighting - front door",14,NA,"1757",8
2016-11-29,17:37:00,44.9601397,-93.2700531,"Collision on, entering or exiting a bus shoulder lane",558,"Southbound","1269",25
2017-06-28,17:06:00,44.9690979,-93.2581614,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",14,"Northbound","1252",5
2017-01-26,11:16:00,44.9517235,-93.2983572,"Vehicle hits bus standing in zone (except #11)",6,"Southbound","1410",15
2017-01-22,19:31:00,45.0060136,-93.3013492,"Vehicle hits bus standing in zone (except #11)",5,"Westbound","1225",NA
2017-02-07,13:02:00,44.9632824,-93.2692647,"With fixed objects",114,"Eastbound","3351",0
2017-02-07,10:07:00,44.9130628,-93.2747161,"With fixed objects",535,"Northbound","1703",10
2016-10-23,15:31:00,44.8815362,-93.3223578,"Struck by doors - boarding",6,"Terminal","1252",0
2017-02-07,12:03:00,44.8830534,-93.2953475,"Falls alighting - rear door (manual)",535,"Northbound","1253",NA
2017-02-04,14:52:00,44.9657226,-93.1671887,"Falls, bumps, etc. - bus starting",921,"Southbound","8001",NA
2017-03-30,11:27:00,44.9537369,-93.2626207,"Falls, bumps, etc. - bus stopping",5,"Terminal","1433",20
2017-07-19,18:08:00,44.991975,-93.0249905,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",64,"Southbound","7313",NA
2017-11-16,15:44:00,44.94934,-93.09259,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",68,"Northbound","1205",NA
2017-05-23,14:36:00,44.930908,-93.0852627,"Other collisions not otherwise classified",75,"Southbound","60039",NA
2017-04-24,16:38:00,44.9910594,-93.1058451,"Falls, bumps, etc. - bus stopping",68,"Southbound","7141",2
2016-11-22,18:08:00,44.9125917,-93.3189035,"Falls, bumps, etc. - bus starting",6,"Southbound","1241",NA
2016-07-18,16:16:00,45.0629083,-93.2019066,"Straight across - other vehicle from left",4,"Southbound","1445",2
2017-12-05,18:57:00,44.94813,-93.22037,"Straight across - other vehicle from left",9,"Westbound","1718",0
2018-03-06,12:55:00,44.9591233,-93.2873049,"Straight across - other vehicle from right",17,"Eastbound","7118",15
2017-01-14,15:07:00,44.9506068,-93.0991436,"Straight across - other vehicle from right",67,"Northbound","1729",NA
2017-01-05,22:54:00,44.8504618,-93.2784647,"Straight across - other vehicle from right",18,"Southbound","7220",NA
2016-08-11,10:29:00,44.9477142,-93.3202085,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",12,"Westbound","1564",12
2017-07-05,06:45:00,44.9550733,-93.1668963,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",21,"Eastbound","1566",1
2016-06-10,21:44:00,44.9484666,-93.2948845,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",12,"Eastbound","1556",NA
2017-08-16,16:05:00,44.9483259,-93.3023112,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",17,"Eastbound","7332",12
2018-04-29,17:28:00,44.91974,-93.24743,"Sideswipe - bus and vehicle opposite directions (moving/standing/double parked)",46,"Westbound","7224",6
2017-01-03,10:05:00,44.9483448,-93.3037946,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",12,"Eastbound","1446",NA
2018-02-05,16:09:00,44.91371,-93.32884,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",16,"Northbound","1724",NA
2017-06-07,16:38:00,44.9628253,-93.2410009,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",2,"Westbound","1564",NA
2018-01-30,20:03:00,44.94662,-93.28842,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",4,"Northbound","1557",9
2016-08-17,09:38:00,44.9483,-93.2358755,"Collision - other vehicle cutting into bus (except #11)",21,"Eastbound","1567",10
2017-08-04,13:52:00,44.9653748,-93.2360262,"Collision - other vehicle cutting into bus (except #11)",2,"Southbound","1570",10
2017-08-04,13:52:00,44.9650877,-93.2353379,"Collision - other vehicle cutting into bus (except #11)",2,"Southbound","1570",10
2017-04-08,12:51:00,44.9822593,-93.2640588,"Collision - other vehicle pulling to/from curb or driveway",18,"Westbound","7114",NA
2018-04-04,07:56:00,44.93958,-93.27608,"Bus hits vehicle (includes bus backing or rolling back, except #46)",6,"Northbound","1240",0
2016-11-01,08:58:00,44.9813479,-93.2673491,"Bus hits vehicle (includes bus backing or rolling back, except #46)",12,"Eastbound","1703",NA
2017-04-21,18:06:00,44.9784202,-93.2748946,"Bus hits vehicle (includes bus backing or rolling back, except #46)",6,"Northbound","1553",NA
2017-02-12,13:12:00,44.9199908,-93.278035,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",18,"Southbound","7127",NA
2017-03-12,17:40:00,44.9762719,-93.2366909,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",2,"Westbound","1441",NA
2017-07-02,12:45:00,44.9341532,-93.2633025,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",23,"Eastbound","1574",6
2017-09-06,09:52:00,44.9483235,-93.2476035,"Vehicle hits bus standing in zone (except #11)",21,"Eastbound","1553",25
2018-04-17,13:44:00,44.97095,-93.24718,"Vehicle hits bus standing in zone (except #11)",2,"Eastbound","1799",7
2018-04-17,13:44:00,44.971,-93.24718,"Vehicle hits bus standing in zone (except #11)",2,"Eastbound","1799",7
2016-10-28,15:56:00,44.9463453,-93.095731,"Sideswipes at intersections (includes turning buses)",21,"Westbound","1569",NA
2017-01-13,17:37:00,44.9496884,-93.2982772,"At terminals (except #46)",6,"Terminal","1558",NA
2016-08-01,16:45:00,44.9887039,-93.243465,"Any accident involving bicycles",4,"Westbound","1330",20
2016-09-29,06:42:00,44.9817878,-93.2662475,"With fixed objects",12,"Westbound","1212",0
2016-08-22,16:51:00,45.0429279,-93.1987105,"Due to mechanical failure",4,"Westbound","1561",NA
2016-09-16,21:43:00,44.9794896,-93.2726434,"Other collisions not otherwise classified",11,"Northbound","7159",10
2017-07-24,17:24:00,44.8841008,-93.3085406,"Falls boarding",4,"Northbound","1556",NA
2018-03-25,14:10:00,44.94937,-93.2624,"Passenger falls or injuries on/near lift",21,"Westbound","1671",NA
2017-03-16,19:10:00,44.9626974,-93.2628421,"Passenger falls or injuries on/near lift",2,"Eastbound","1723",20
2017-04-18,20:00:00,44.9503163,-93.2983056,"Falls alighting - front door",21,"Eastbound","1328",NA
2018-05-01,15:34:00,44.96272,-93.28304,"Falls not otherwise classified",2,"Terminal","1715",12
2018-02-12,21:24:00,44.94829,-93.28751,"Falls not otherwise classified",21,"Eastbound","1799",15
2017-06-30,14:45:00,44.9492438,-93.3513478,"Falls, bumps, etc. - bus starting",17,"Eastbound","7322",4
2016-12-02,14:03:00,44.9517682,-93.2778293,"Falls, bumps, etc. - bus starting",18,"Northbound","7160",NA
2017-07-21,20:48:00,44.9665196,-93.2779301,"Falls, bumps, etc. - bus starting",18,NA,"7162",NA
2016-12-20,11:20:00,44.9341962,-93.2561629,"Falls, bumps, etc. - bus stopping",23,"Westbound","1443",NA
2017-04-01,16:56:00,44.9486788,-93.2797859,"Falls, bumps, etc. - bus stopping",18,"Southbound","7227",20
2017-10-26,17:45:00,44.99015,-93.24707,"Falls, bumps, etc. - bus stopping",9,"Southbound","1715",NA
2017-12-30,19:31:00,44.93476,-93.29078,"Falls, bumps, etc. - bus stopping",23,"Westbound","1569",4
2017-08-19,17:35:00,44.9828013,-93.2681159,"Falls, bumps, etc. - bus turning at curves or corners",6,"Southbound","1214",NA
2018-04-06,18:32:00,44.94666,-93.15661,"Falls, bumps, etc. - bus turning at curves or corners",21,"Westbound","1728",NA
2018-04-07,18:55:00,44.9340993,-93.2806098,"Falls, bumps, etc. - bus turning at curves or corners",23,"Eastbound","7113",10
2017-03-16,14:30:00,44.9627773,-93.2527669,"Falls, bumps, etc. - bus running straight",2,NA,"1723",20
2016-08-16,22:42:00,45.0319657,-93.2661644,"Falls, bumps, etc. - bus running straight",11,"Northbound","7155",5
2016-07-29,19:47:00,44.9484478,-93.2793207,"Falls, bumps, etc. - bus running straight",21,"Westbound","1729",6
2017-07-19,23:40:00,45.0584965,-93.3047417,"Straight across - other vehicle from right",22,"Northbound","1114",NA
2016-09-19,17:35:00,44.9492661,-93.261547,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",5,"Southbound","1660",10
2018-01-17,09:16:00,45.07762,-93.3105,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",19,"Southbound","1661",NA
2017-05-08,16:40:00,44.9761983,-93.2692801,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",19,"Northbound","1660",20
2016-08-24,14:22:00,45.094546,-93.3591113,"Collision - other vehicle cutting into bus (except #11)",724,"Westbound","1543",15
2016-08-02,18:15:00,45.1083142,-93.356673,"Collision - other vehicle pulling to/from curb or driveway",723,"Southbound","1655",NA
2016-09-08,06:11:00,45.1101753,-93.3015103,"Collision on, entering or exiting a bus shoulder lane",850,"Southbound","3436",30
2016-11-22,15:30:00,45.0786147,-93.3865907,"All other collisions by bus and vehicle between intersections",789,"Eastbound","60068",0
2017-12-05,15:42:00,44.93423,-93.21313,"Bus hits vehicle (includes bus backing or rolling back, except #46)",721,"Eastbound","1178",3
2016-07-18,16:10:00,44.9988378,-93.263322,"Bus pulling away from zone hits or is hit by moving vehicle (except #11)",5,"Southbound","1124",15
2016-07-06,05:24:00,44.9846424,-93.3082958,"Vehicle hits bus standing in zone (except #11)",19,"Southbound","1502",30
2016-08-02,15:37:00,45.0114515,-93.2879592,"Vehicle hits bus standing in zone (except #11)",22,"Northbound","1439",NA
2016-09-27,19:45:00,45.0525553,-93.3226802,"Between intersections",5,"Northbound","1536",10
2016-08-23,16:10:00,45.0872808,-93.3541599,"Falls boarding",724,"Southbound","1439",10
2017-09-07,16:58:00,44.9773256,-93.2730909,"Falls boarding",5,"Northbound","1438",NA
2017-06-13,16:29:00,44.9989548,-93.2879708,"Struck by doors - boarding",22,"Northbound","1652",50
2016-11-05,17:09:00,44.9772771,-93.2756344,"Falls, bumps, etc. - bus starting",5,"Terminal","3447",40
2016-10-12,14:28:00,44.9796005,-93.2772884,"Falls, bumps, etc. - bus stopping",19,"Northbound","1648",NA
2016-11-14,17:25:00,44.9986351,-93.3080951,"Falls, bumps, etc. - bus stopping",19,"Northbound","1663",30
2017-04-14,15:30:00,45.0229796,-93.2847952,"Falls, bumps, etc. - bus stopping",22,"Northbound","1664",20
2017-05-12,16:55:00,44.8873752,-93.2679503,"Falls, bumps, etc. - bus turning at curves or corners",5,"Southbound","1125",12
2017-05-20,12:15:00,44.9758392,-93.2695901,"Falls, bumps, etc. - bus running straight",5,"Northbound","3428",NA
2017-03-27,22:45:00,44.9759135,-93.2723402,NA,5,"Southbound","1537",10
2017-05-09,13:04:00,44.9851871,-93.2560993,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",10,"Northbound","7173",30
2016-06-30,17:20:00,45.1895858,-93.3981584,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",766,"Southbound","1319",NA
2018-02-15,14:59:00,45.00264,-93.2941,"Sideswipe - other vehicle passing bus (bus standing/moving in traffic)",5,"Northbound","1629",20
2017-01-06,16:49:00,45.0099996,-93.1838247,"Collision on, entering or exiting a bus shoulder lane",270,"Eastbound","3302",NA
2016-05-14,14:51:00,45.0335608,-93.2474407,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",10,"Southbound","7215",5
2018-04-03,20:32:00,44.98896,-93.25728,"Vehicle hit bus (except #28) (includes vehicle backing or rolling back)",4,"Southbound","1636",6
2017-04-10,07:28:00,45.0194431,-93.2955362,"Bus pulling into zone hits standing vehicle",5,"Northbound","1638",6
2017-04-10,07:28:00,45.0220917,-93.2955199,"Bus pulling into zone hits standing vehicle",5,"Northbound","1638",6
2017-01-27,09:29:00,45.0128598,-93.2474304,"Bus pulling away from zone hits standing vehicle",10,NA,"7208",20
2016-10-08,17:21:00,44.9727655,-93.2202027,"With fixed objects",16,"Terminal","1633",NA
2016-10-08,17:21:00,44.9723932,-93.2188867,"With fixed objects",16,"Terminal","1633",NA
2017-01-03,16:23:00,44.9794667,-93.2626453,"With fixed objects",758,"Terminal","7107",0
2017-12-04,23:43:00,44.95928,-93.27789,"With fixed objects",18,"Southbound","7343",0
2018-03-04,15:45:00,45.01324,-93.23718,"Falls boarding",32,"Westbound","1315",NA
2018-03-01,17:33:00,44.96993,-93.27902,"Falls alighting - front door",25,"Southbound","7342",15
2018-04-20,17:06:00,45.00592,-93.29533,"Falls alighting - rear door (manual)",5,"Northbound","1767",6
2017-05-06,22:00:00,44.979184,-93.2742166,"Falls alighting - rear door (manual)",14,"Southbound","1711",10
2018-03-21,13:45:00,44.99911,-93.29647,"Falls not otherwise classified",14,"Eastbound","1307",12
2016-09-27,11:45:00,44.9944109,-93.2956513,"Falls, bumps, etc. - bus starting",5,NA,"1710",45
2018-02-15,19:50:00,44.97308,-93.26679,"Falls, bumps, etc. - bus starting",5,"Eastbound","1627",20
2017-05-29,20:49:00,45.0078187,-93.3081476,"Falls, bumps, etc. - bus stopping",19,"Northbound","1641",15
2016-07-26,17:19:00,45.1019527,-93.2380835,"Falls, bumps, etc. - bus running straight",10,"Northbound","7340",2
2016-12-12,10:40:00,44.9814308,-93.2665867,"Straight across - other vehicle from right",535,"Southbound","1223",0
2017-09-12,12:18:00,44.826216,-93.2887109,"Straight across - other vehicle from right",535,"Eastbound","1431",2
2017-02-23,22:35:00,44.9730381,-93.2474184,"Vehicle turns right in front of bus (includes bus standing/leaving nearside zone)",22,"Westbound","1259",NA
2017-02-27,18:46:00,44.9836132,-93.2664566,"Sideswipe - bus passing other vehicle (moving/standing/double parked)",4,"Pull-In","1249",1
